year,level_1,level_2,level_3,level_4,value
2015,Indians,Total,Punggol- Total,Northshore,30
2015,Indians,Total,Punggol- Total,Punggol Field,3400
2015,Indians,Total,Punggol- Total,Punggol Town Centre,350
2015,Indians,Total,Punggol- Total,Waterway East,1950
2015,Indians,Total,Queenstown- Total,Commonwealth,590
2015,Indians,Total,Queenstown- Total,Dover,1220
2015,Indians,Total,Queenstown- Total,Ghim Moh,820
2015,Indians,Total,Queenstown- Total,Holland Drive,760
2015,Indians,Total,Queenstown- Total,Kent Ridge,200
2015,Indians,Total,Queenstown- Total,Margaret Drive,850
2015,Indians,Total,Queenstown- Total,Mei Chin,1740
2015,Indians,Total,Queenstown- Total,National University of S'pore,10
2015,Indians,Total,Queenstown- Total,One North,40
2015,Indians,Total,Queenstown- Total,Pasir Panjang 1,240
2015,Indians,Total,Queenstown- Total,Pasir Panjang 2,240
2015,Indians,Total,Queenstown- Total,Port,10
2015,Indians,Total,Queenstown- Total,Queensway,30
2015,Indians,Total,Queenstown- Total,Singapore Polytechnic,30
2015,Indians,Total,Queenstown- Total,Tanglin Halt,1220
2015,Indians,Total,River Valley- Total,Institution Hill,480
2015,Indians,Total,River Valley- Total,Leonie Hill,500
2015,Indians,Total,River Valley- Total,One Tree Hill,210
2015,Indians,Total,River Valley- Total,Oxley,70
2015,Indians,Total,River Valley- Total,Paterson,10
2015,Indians,Total,Rochor- Total,Bencoolen,300
2015,Indians,Total,Rochor- Total,Farrer Park,910
2015,Indians,Total,Rochor- Total,Kampong Glam,70
2015,Indians,Total,Rochor- Total,Little India,970
2015,Indians,Total,Rochor- Total,Mackenzie,20
2015,Indians,Total,Rochor- Total,Mount Emily,70
2015,Indians,Total,Rochor- Total,Selegie,70
2015,Indians,Total,Rochor- Total,Sungei Road,350
2015,Indians,Total,Rochor- Total,Victoria,200
2015,Indians,Total,Seletar- Total,Seletar,30
2015,Indians,Total,Sembawang- Total,Admiralty,1330
2015,Indians,Total,Sembawang- Total,Sembawang Central,2690
2015,Indians,Total,Sembawang- Total,Sembawang North,2450
2015,Indians,Total,Sembawang- Total,Sembawang Springs,460
2015,Indians,Total,Sembawang- Total,Sembawang Straits,240
2015,Indians,Total,Sengkang- Total,Anchorvale,3440
2015,Indians,Total,Sengkang- Total,Compassvale,1030
2015,Indians,Total,Sengkang- Total,Fernvale,2490
2015,Indians,Total,Sengkang- Total,Rivervale,6060
2015,Indians,Total,Sengkang- Total,Sengkang Town Centre,5190
2015,Indians,Total,Serangoon- Total,Lorong Chuan,420
2015,Indians,Total,Serangoon- Total,Seletar Hills,930
2015,Indians,Total,Serangoon- Total,Serangoon Central,2600
2015,Indians,Total,Serangoon- Total,Serangoon Garden,3480
2015,Indians,Total,Serangoon- Total,Serangoon North,1980
2015,Indians,Total,Serangoon- Total,Upper Paya Lebar,1330
2015,Indians,Total,Singapore River- Total,Boat Quay,20
2015,Indians,Total,Singapore River- Total,Clarke Quay,20
2015,Indians,Total,Singapore River- Total,Robertson Quay,180
2015,Indians,Total,Southern Islands- Total,Sentosa,150
2015,Indians,Total,Sungei Kadut- Total,Gali Batu,10
2015,Indians,Total,Sungei Kadut- Total,Turf Club,90
2015,Indians,Total,Tampines- Total,Simei,4810
2015,Indians,Total,Tampines- Total,Tampines East,10800
2015,Indians,Total,Tampines- Total,Tampines West,5800
2015,Indians,Total,Tampines- Total,Xilin,140
2015,Indians,Total,Tanglin- Total,Chatsworth,860
2015,Indians,Total,Tanglin- Total,Nassim,640
2015,Indians,Total,Tanglin- Total,Ridout,140
2015,Indians,Total,Tanglin- Total,Tyersall,290
2015,Indians,Total,Toa Payoh- Total,Boon Teck,1200
2015,Indians,Total,Toa Payoh- Total,Braddell,760
2015,Indians,Total,Toa Payoh- Total,Joo Seng,550
2015,Indians,Total,Toa Payoh- Total,Kim Keat,810
2015,Indians,Total,Toa Payoh- Total,Lorong 8 Toa Payoh,540
2015,Indians,Total,Toa Payoh- Total,Pei Chun,730
2015,Indians,Total,Toa Payoh- Total,Potong Pasir,1410
2015,Indians,Total,Toa Payoh- Total,Sennett,280
2015,Indians,Total,Toa Payoh- Total,Toa Payoh Central,1990
2015,Indians,Total,Toa Payoh- Total,Toa Payoh West,900
2015,Indians,Total,Toa Payoh- Total,Woodleigh,120
2015,Indians,Total,Western Water Catchment- Total,Western Water Catchment,90
2015,Indians,Total,Woodlands- Total,Midview,3920
2015,Indians,Total,Woodlands- Total,North Coast,1950
2015,Indians,Total,Woodlands- Total,Woodgrove,3730
2015,Indians,Total,Woodlands- Total,Woodlands East,10730
2015,Indians,Total,Woodlands- Total,Woodlands South,3910
2015,Indians,Total,Woodlands- Total,Woodlands West,3560
2015,Indians,Total,Yishun- Total,Khatib,1050
2015,Indians,Total,Yishun- Total,Lower Seletar,230
2015,Indians,Total,Yishun- Total,Nee Soon,50
2015,Indians,Total,Yishun- Total,Northland,3190
2015,Indians,Total,Yishun- Total,Springleaf,190
2015,Indians,Total,Yishun- Total,Yishun Central,130
2015,Indians,Total,Yishun- Total,Yishun East,5350
2015,Indians,Total,Yishun- Total,Yishun South,4010
2015,Indians,Total,Yishun- Total,Yishun West,6040
2015,Indians,Males,Ang Mo Kio- Total,Ang Mo Kio Town Centre,170
2015,Indians,Males,Ang Mo Kio- Total,Cheng San,1210
2015,Indians,Males,Ang Mo Kio- Total,Chong Boon,1230
2015,Indians,Males,Ang Mo Kio- Total,Kebun Bahru,940
2015,Indians,Males,Ang Mo Kio- Total,Sembawang Hills,230
2015,Indians,Males,Ang Mo Kio- Total,Shangri-La,920
2015,Indians,Males,Ang Mo Kio- Total,Tagore,270
2015,Indians,Males,Ang Mo Kio- Total,Townsville,930
2015,Indians,Males,Ang Mo Kio- Total,Yio Chu Kang East,140
2015,Indians,Males,Ang Mo Kio- Total,Yio Chu Kang West,1000
2015,Indians,Males,Bedok- Total,Bayshore,670
2015,Indians,Males,Bedok- Total,Bedok North,3310
2015,Indians,Males,Bedok- Total,Bedok Reservoir,1020
2015,Indians,Males,Bedok- Total,Bedok South,1960
2015,Indians,Males,Bedok- Total,Frankel,1360
2015,Indians,Males,Bedok- Total,Kaki Bukit,1980
2015,Indians,Males,Bedok- Total,Kembangan,1900
2015,Indians,Males,Bedok- Total,Siglap,680
2015,Indians,Males,Bishan- Total,Bishan East,1280
2015,Indians,Males,Bishan- Total,Marymount,1190
2015,Indians,Males,Bishan- Total,Upper Thomson,1060
2015,Indians,Males,Bukit Batok- Total,Bukit Batok Central,1220
2015,Indians,Males,Bukit Batok- Total,Bukit Batok East,970
2015,Indians,Males,Bukit Batok- Total,Bukit Batok South,800
2015,Indians,Males,Bukit Batok- Total,Bukit Batok West,860
2015,Indians,Males,Bukit Batok- Total,Gombak,320
2015,Indians,Males,Bukit Batok- Total,Guilin,750
2015,Indians,Males,Bukit Batok- Total,Hillview,550
2015,Indians,Males,Bukit Batok- Total,Hong Kah North,1570
2015,Indians,Males,Bukit Merah- Total,Alexandra Hill,860
2015,Indians,Males,Bukit Merah- Total,Alexandra North,60
2015,Indians,Males,Bukit Merah- Total,Bukit Ho Swee,700
2015,Indians,Males,Bukit Merah- Total,Bukit Merah,70
2015,Indians,Males,Bukit Merah- Total,Depot Road,240
2015,Indians,Males,Bukit Merah- Total,Everton Park,510
2015,Indians,Males,Bukit Merah- Total,Henderson Hill,710
2015,Indians,Males,Bukit Merah- Total,Kampong Tiong Bahru,610
2015,Indians,Males,Bukit Merah- Total,Maritime Square,120
2015,Indians,Males,Bukit Merah- Total,Redhill,520
2015,Indians,Males,Bukit Merah- Total,Telok Blangah Drive,900
2015,Indians,Males,Bukit Merah- Total,Telok Blangah Rise,800
2015,Indians,Males,Bukit Merah- Total,Telok Blangah Way,560
2015,Indians,Males,Bukit Merah- Total,Tiong Bahru,370
2015,Indians,Males,Bukit Merah- Total,Tiong Bahru Station,690
2015,Indians,Males,Bukit Panjang- Total,Bangkit,790
2015,Indians,Males,Bukit Panjang- Total,Dairy Farm,180
2015,Indians,Males,Bukit Panjang- Total,Fajar,1080
2015,Indians,Males,Bukit Panjang- Total,Jelebu,1220
2015,Indians,Males,Bukit Panjang- Total,Nature Reserve,130
2015,Indians,Males,Bukit Panjang- Total,Saujana,1090
2015,Indians,Males,Bukit Panjang- Total,Senja,780
2015,Indians,Males,Bukit Timah- Total,Anak Bukit,410
2015,Indians,Males,Bukit Timah- Total,Coronation Road,130
2015,Indians,Males,Bukit Timah- Total,Farrer Court,120
2015,Indians,Males,Bukit Timah- Total,Hillcrest,250
2015,Indians,Males,Bukit Timah- Total,Holland Road,190
2015,Indians,Males,Bukit Timah- Total,Leedon Park,200
2015,Indians,Males,Bukit Timah- Total,Swiss Club,160
2015,Indians,Males,Bukit Timah- Total,Ulu Pandan,300
2015,Indians,Males,Changi- Total,Changi Point,40
2015,Indians,Males,Changi- Total,Changi West,210
2015,Indians,Males,Choa Chu Kang- Total,Choa Chu Kang Central,900
2015,Indians,Males,Choa Chu Kang- Total,Choa Chu Kang North,1630
2015,Indians,Males,Choa Chu Kang- Total,Keat Hong,880
2015,Indians,Males,Choa Chu Kang- Total,Peng Siang,1740
2015,Indians,Males,Choa Chu Kang- Total,Teck Whye,1390
2015,Indians,Males,Choa Chu Kang- Total,Yew Tee,1830
2015,Indians,Males,Clementi- Total,Clementi Central,500
2015,Indians,Males,Clementi- Total,Clementi North,1050
2015,Indians,Males,Clementi- Total,Clementi West,1020
2015,Indians,Males,Clementi- Total,Clementi Woods,770
2015,Indians,Males,Clementi- Total,Faber,150
2015,Indians,Males,Clementi- Total,Sunset Way,190
2015,Indians,Males,Clementi- Total,West Coast,150
2015,Indians,Males,Downtown Core- Total,Bugis,80
2015,Indians,Males,Downtown Core- Total,Cecil,10
2015,Indians,Males,Downtown Core- Total,Central Subzone,20
2015,Indians,Males,Downtown Core- Total,Tanjong Pagar,50
2015,Indians,Males,Geylang- Total,Aljunied,1410
2015,Indians,Males,Geylang- Total,Geylang East,1570
2015,Indians,Males,Geylang- Total,Kampong Ubi,640
2015,Indians,Males,Geylang- Total,Macpherson,1580
2015,Indians,Males,Hougang- Total,Hougang Central,160
2015,Indians,Males,Hougang- Total,Hougang East,880
2015,Indians,Males,Hougang- Total,Hougang West,2120
2015,Indians,Males,Hougang- Total,Kangkar,1080
2015,Indians,Males,Hougang- Total,Kovan,760
2015,Indians,Males,Hougang- Total,Lorong Ah Soo,1280
2015,Indians,Males,Hougang- Total,Tai Seng,630
2015,Indians,Males,Hougang- Total,Trafalgar,2410
2015,Indians,Males,Jurong East- Total,Lakeside,40
2015,Indians,Males,Jurong East- Total,Teban Gardens,1150
2015,Indians,Males,Jurong East- Total,Toh Guan,860
2015,Indians,Males,Jurong East- Total,Yuhua East,1550
2015,Indians,Males,Jurong East- Total,Yuhua West,1200
2015,Indians,Males,Jurong West- Total,Boon Lay Place,1590
2015,Indians,Males,Jurong West- Total,Hong Kah,3190
2015,Indians,Males,Jurong West- Total,Jurong West Central,2960
2015,Indians,Males,Jurong West- Total,Taman Jurong,2020
2015,Indians,Males,Jurong West- Total,Wenya,590
2015,Indians,Males,Jurong West- Total,Yunnan,4070
2015,Indians,Males,Kallang- Total,Bendemeer,2300
2015,Indians,Males,Kallang- Total,Boon Keng,400
2015,Indians,Males,Kallang- Total,Crawford,720
2015,Indians,Males,Kallang- Total,Geylang Bahru,810
2015,Indians,Males,Kallang- Total,Kampong Bugis,50
2015,Indians,Males,Kallang- Total,Kampong Java,890
2015,Indians,Males,Kallang- Total,Lavender,990
2015,Indians,Males,Kallang- Total,Tanjong Rhu,1430
2015,Indians,Males,Mandai- Total,Mandai Estate,120
2015,Indians,Males,Marine Parade- Total,Katong,370
2015,Indians,Males,Marine Parade- Total,Marine Parade,1400
2015,Indians,Males,Marine Parade- Total,Mountbatten,1160
2015,Indians,Males,Museum- Total,Dhoby Ghaut,10
2015,Indians,Males,Museum- Total,Fort Canning,20
2015,Indians,Males,Newton- Total,Cairnhill,190
2015,Indians,Males,Newton- Total,Goodwood Park,50
2015,Indians,Males,Newton- Total,Monk's Hill,70
2015,Indians,Males,Newton- Total,Newton Circus,10
2015,Indians,Males,Newton- Total,Orange Grove,60
2015,Indians,Males,Novena- Total,Balestier,1600
2015,Indians,Males,Novena- Total,Dunearn,150
2015,Indians,Males,Novena- Total,Malcolm,70
2015,Indians,Males,Novena- Total,Moulmein,310
2015,Indians,Males,Novena- Total,Mount Pleasant,20
2015,Indians,Males,Orchard- Total,Boulevard,10
2015,Indians,Males,Orchard- Total,Somerset,10
2015,Indians,Males,Orchard- Total,Tanglin,20
2015,Indians,Males,Outram- Total,China Square,10
2015,Indians,Males,Outram- Total,Chinatown,440
2015,Indians,Males,Outram- Total,Pearl's Hill,420
2015,Indians,Males,Outram- Total,People's Park,10
2015,Indians,Males,Pasir Ris- Total,Flora Drive,610
2015,Indians,Males,Pasir Ris- Total,Loyang East,120
2015,Indians,Males,Pasir Ris- Total,Loyang West,10
2015,Indians,Males,Pasir Ris- Total,Pasir Ris Central,1070
2015,Indians,Males,Pasir Ris- Total,Pasir Ris Drive,2600
2015,Indians,Males,Pasir Ris- Total,Pasir Ris Park,120
2015,Indians,Males,Pasir Ris- Total,Pasir Ris West,1620
2015,Indians,Males,Punggol- Total,Matilda,1000
2015,Indians,Males,Punggol- Total,Northshore,20
2015,Indians,Males,Punggol- Total,Punggol Field,1760
2015,Indians,Males,Punggol- Total,Punggol Town Centre,170
2015,Indians,Males,Punggol- Total,Waterway East,1000
2015,Indians,Males,Queenstown- Total,Commonwealth,310
2015,Indians,Males,Queenstown- Total,Dover,620
2015,Indians,Males,Queenstown- Total,Ghim Moh,420
2015,Indians,Males,Queenstown- Total,Holland Drive,390
2015,Indians,Males,Queenstown- Total,Kent Ridge,110
2015,Indians,Males,Queenstown- Total,Margaret Drive,410
2015,Indians,Males,Queenstown- Total,Mei Chin,850
2015,Indians,Males,Queenstown- Total,National University of S'pore,10
2015,Indians,Males,Queenstown- Total,One North,30
2015,Indians,Males,Queenstown- Total,Pasir Panjang 1,110
2015,Indians,Males,Queenstown- Total,Pasir Panjang 2,130
2015,Indians,Males,Queenstown- Total,Port,10
2015,Indians,Males,Queenstown- Total,Queensway,20
2015,Indians,Males,Queenstown- Total,Singapore Polytechnic,10
2015,Indians,Males,Queenstown- Total,Tanglin Halt,620
2015,Indians,Males,River Valley- Total,Institution Hill,230
2015,Indians,Males,River Valley- Total,Leonie Hill,220
2015,Indians,Males,River Valley- Total,One Tree Hill,90
2015,Indians,Males,River Valley- Total,Oxley,40
2015,Indians,Males,River Valley- Total,Paterson,10
2015,Indians,Males,Rochor- Total,Bencoolen,150
2015,Indians,Males,Rochor- Total,Farrer Park,530
2015,Indians,Males,Rochor- Total,Kampong Glam,50
2015,Indians,Males,Rochor- Total,Little India,600
2015,Indians,Males,Rochor- Total,Mackenzie,10
2015,Indians,Males,Rochor- Total,Mount Emily,40
2015,Indians,Males,Rochor- Total,Selegie,40
2015,Indians,Males,Rochor- Total,Sungei Road,180
2015,Indians,Males,Rochor- Total,Victoria,110
2015,Indians,Males,Seletar- Total,Seletar,20
2015,Indians,Males,Sembawang- Total,Admiralty,670
2015,Indians,Males,Sembawang- Total,Sembawang Central,1380
2015,Indians,Males,Sembawang- Total,Sembawang North,1310
2015,Indians,Males,Sembawang- Total,Sembawang Springs,250
2015,Indians,Males,Sembawang- Total,Sembawang Straits,130
2015,Indians,Males,Sengkang- Total,Anchorvale,1740
2015,Indians,Males,Sengkang- Total,Compassvale,520
2015,Indians,Males,Sengkang- Total,Fernvale,1290
2015,Indians,Males,Sengkang- Total,Rivervale,3020
2015,Indians,Males,Sengkang- Total,Sengkang Town Centre,2660
2015,Indians,Males,Serangoon- Total,Lorong Chuan,210
2015,Indians,Males,Serangoon- Total,Seletar Hills,490
2015,Indians,Males,Serangoon- Total,Serangoon Central,1290
2015,Indians,Males,Serangoon- Total,Serangoon Garden,1710
2015,Indians,Males,Serangoon- Total,Serangoon North,1010
2015,Indians,Males,Serangoon- Total,Upper Paya Lebar,670
2015,Indians,Males,Singapore River- Total,Boat Quay,10
2015,Indians,Males,Singapore River- Total,Clarke Quay,10
2015,Indians,Males,Singapore River- Total,Robertson Quay,100
2015,Indians,Males,Southern Islands- Total,Sentosa,70
2015,Indians,Males,Sungei Kadut- Total,Gali Batu,10
2015,Indians,Males,Sungei Kadut- Total,Turf Club,40
2015,Indians,Males,Tampines- Total,Simei,2420
2015,Indians,Males,Tampines- Total,Tampines East,5500
2015,Indians,Males,Tampines- Total,Tampines West,3010
2015,Indians,Males,Tampines- Total,Xilin,80
2015,Indians,Males,Tanglin- Total,Chatsworth,400
2015,Indians,Males,Tanglin- Total,Nassim,330
2015,Indians,Males,Tanglin- Total,Ridout,60
2015,Indians,Males,Tanglin- Total,Tyersall,130
2015,Indians,Males,Toa Payoh- Total,Boon Teck,620
2015,Indians,Males,Toa Payoh- Total,Braddell,400
2015,Indians,Males,Toa Payoh- Total,Joo Seng,290
2015,Indians,Males,Toa Payoh- Total,Kim Keat,400
2015,Indians,Males,Toa Payoh- Total,Lorong 8 Toa Payoh,280
2015,Indians,Males,Toa Payoh- Total,Pei Chun,380
2015,Indians,Males,Toa Payoh- Total,Potong Pasir,740
2015,Indians,Males,Toa Payoh- Total,Sennett,140
2015,Indians,Males,Toa Payoh- Total,Toa Payoh Central,940
2015,Indians,Males,Toa Payoh- Total,Toa Payoh West,470
2015,Indians,Males,Toa Payoh- Total,Woodleigh,60
2015,Indians,Males,Western Water Catchment- Total,Western Water Catchment,40
2015,Indians,Males,Woodlands- Total,Midview,2060
2015,Indians,Males,Woodlands- Total,North Coast,1000
2015,Indians,Males,Woodlands- Total,Woodgrove,1970
2015,Indians,Males,Woodlands- Total,Woodlands East,5590
2015,Indians,Males,Woodlands- Total,Woodlands South,2010
2015,Indians,Males,Woodlands- Total,Woodlands West,1840
2015,Indians,Males,Yishun- Total,Khatib,510
2015,Indians,Males,Yishun- Total,Lower Seletar,120
2015,Indians,Males,Yishun- Total,Nee Soon,30
2015,Indians,Males,Yishun- Total,Northland,1600
2015,Indians,Males,Yishun- Total,Springleaf,100
2015,Indians,Males,Yishun- Total,Yishun Central,70
2015,Indians,Males,Yishun- Total,Yishun East,2760
2015,Indians,Males,Yishun- Total,Yishun South,2020
2015,Indians,Males,Yishun- Total,Yishun West,3110
2015,Indians,Females,Ang Mo Kio- Total,Ang Mo Kio Town Centre,190
2015,Indians,Females,Ang Mo Kio- Total,Cheng San,1170
2015,Indians,Females,Ang Mo Kio- Total,Chong Boon,1170
2015,Indians,Females,Ang Mo Kio- Total,Kebun Bahru,960
2015,Indians,Females,Ang Mo Kio- Total,Sembawang Hills,270
2015,Indians,Females,Ang Mo Kio- Total,Shangri-La,880
2015,Indians,Females,Ang Mo Kio- Total,Tagore,290
2015,Indians,Females,Ang Mo Kio- Total,Townsville,970
2015,Indians,Females,Ang Mo Kio- Total,Yio Chu Kang East,160
2015,Indians,Females,Ang Mo Kio- Total,Yio Chu Kang West,1060
2015,Indians,Females,Bedok- Total,Bayshore,680
2015,Indians,Females,Bedok- Total,Bedok North,3120
2015,Indians,Females,Bedok- Total,Bedok Reservoir,1000
2015,Indians,Females,Bedok- Total,Bedok South,1820
2015,Indians,Females,Bedok- Total,Frankel,1310
2015,Indians,Females,Bedok- Total,Kaki Bukit,1800
2015,Indians,Females,Bedok- Total,Kembangan,1750
2015,Indians,Females,Bedok- Total,Siglap,730
2015,Indians,Females,Bishan- Total,Bishan East,1280
2015,Indians,Females,Bishan- Total,Marymount,1110
2015,Indians,Females,Bishan- Total,Upper Thomson,1080
2015,Indians,Females,Bukit Batok- Total,Bukit Batok Central,1190
2015,Indians,Females,Bukit Batok- Total,Bukit Batok East,840
2015,Indians,Females,Bukit Batok- Total,Bukit Batok South,750
2015,Indians,Females,Bukit Batok- Total,Bukit Batok West,850
2015,Indians,Females,Bukit Batok- Total,Gombak,310
2015,Indians,Females,Bukit Batok- Total,Guilin,720
2015,Indians,Females,Bukit Batok- Total,Hillview,590
2015,Indians,Females,Bukit Batok- Total,Hong Kah North,1420
2015,Indians,Females,Bukit Merah- Total,Alexandra Hill,840
2015,Indians,Females,Bukit Merah- Total,Alexandra North,80
2015,Indians,Females,Bukit Merah- Total,Bukit Ho Swee,640
2015,Indians,Females,Bukit Merah- Total,Bukit Merah,60
2015,Indians,Females,Bukit Merah- Total,Depot Road,250
2015,Indians,Females,Bukit Merah- Total,Everton Park,510
2015,Indians,Females,Bukit Merah- Total,Henderson Hill,660
2015,Indians,Females,Bukit Merah- Total,Kampong Tiong Bahru,540
2015,Indians,Females,Bukit Merah- Total,Maritime Square,140
2015,Indians,Females,Bukit Merah- Total,Redhill,490
2015,Indians,Females,Bukit Merah- Total,Telok Blangah Drive,840
2015,Indians,Females,Bukit Merah- Total,Telok Blangah Rise,790
2015,Indians,Females,Bukit Merah- Total,Telok Blangah Way,510
2015,Indians,Females,Bukit Merah- Total,Tiong Bahru,390
2015,Indians,Females,Bukit Merah- Total,Tiong Bahru Station,670
2015,Indians,Females,Bukit Panjang- Total,Bangkit,710
2015,Indians,Females,Bukit Panjang- Total,Dairy Farm,170
2015,Indians,Females,Bukit Panjang- Total,Fajar,1010
2015,Indians,Females,Bukit Panjang- Total,Jelebu,1150
2015,Indians,Females,Bukit Panjang- Total,Nature Reserve,140
2015,Indians,Females,Bukit Panjang- Total,Saujana,1100
